,Unnamed: 0,CODUSU,ANO4_x,TRIMESTRE_x,NRO_HOGAR,COMPONENTE,H15,REGION_x,MAS_500_x,AGLOMERADO_x,PONDERA_x,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,CH12,CH13,CH14,CH15,CH15_COD,CH16,CH16_COD,NIVEL_ED,ESTADO,CAT_OCUP,CAT_INAC,IMPUTA,PP02C1,PP02C2,PP02C3,PP02C4,PP02C5,PP02C6,PP02C7,PP02C8,PP02E,PP02H,PP02I,PP03C,PP03D,PP3E_TOT,PP3F_TOT,PP03G,PP03H,PP03I,PP03J,INTENSI,PP04A,PP04B_COD,PP04B1,PP04B2,PP04B3_MES,PP04B3_ANO,PP04B3_DIA,PP04C,PP04C99,PP04D_COD,PP04G,PP05B2_MES,PP05B2_ANO,PP05B2_DIA,PP05C_1,PP05C_2,PP05C_3,PP05E,PP05F,PP05H,PP06A,PP06C,PP06D,PP06E,PP06H,PP07A,PP07C,PP07D,PP07E,PP07F1,PP07F2,PP07F3,PP07F4,PP07F5,PP07G1,PP07G2,PP07G3,PP07G4,PP07G_59,PP07H,PP07I,PP07J,PP07K,PP08D1,PP08D4,PP08F1,PP08F2,PP08J1,PP08J2,PP08J3,PP09A,PP09A_ESP,PP09B,PP09C,PP09C_ESP,PP10A,PP10C,PP10D,PP10E,PP11A,PP11B_COD,PP11B1,PP11B2_MES,PP11B2_ANO,PP11B2_DIA,PP11C,PP11C99,PP11D_COD,PP11G_ANO,PP11G_MES,PP11G_DIA,PP11L,PP11L1,PP11M,PP11N,PP11O,PP11P,PP11Q,PP11R,PP11S,PP11T,P21,DECOCUR,IDECOCUR,RDECOCUR,GDECOCUR,PDECOCUR,ADECOCUR,PONDIIO,TOT_P12,P47T,DECINDR,IDECINDR,RDECINDR,GDECINDR,PDECINDR,ADECINDR,PONDII,V2_M,V3_M,V4_M,V5_M,V8_M,V9_M,V10_M,V11_M,V12_M,V18_M,V19_AM,V21_M,T_VI,ITF_x,DECIFR_x,IDECIFR_x,RDECIFR_x,GDECIFR_x,PDECIFR_x,ADECIFR_x,IPCF_x,DECCFR_x,IDECCFR_x,RDECCFR_x,GDECCFR_x,PDECCFR_x,ADECCFR_x,PONDIH_x,ANO4_y,TRIMESTRE_y,REALIZADA,REGION_y,MAS_500_y,AGLOMERADO_y,PONDERA_y,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF_y,DECIFR_y,IDECIFR_y,RDECIFR_y,GDECIFR_y,PDECIFR_y,ADECIFR_y,IPCF_y,DECCFR_y,IDECCFR_y,RDECCFR_y,GDECCFR_y,PDECCFR_y,ADECCFR_y,PONDIH_y,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4
39,39,TQRMNOSXXHKMKPCDEGPDJ00778336,2023,1,1,1,1,40,N,19,205,1,2,1955-07-14 00:00:00,67,5,1.0,1,2,0,4,2,2.0,1,,1,,3,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,205,0,60000.0,4,4.0,4,,4.0,4,205,60000,0,0,0,0,0,0,0,0,0,0,0,60000,118000,3,3.0,4,,4.0,4,59000.0,5,5.0,6,,5.0,6,204,2023,1,1,40,N,19,205,1,,3,2,,4,2,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,0,2,118000,3,3.0,4,,4.0,4,59000.0,5,5.0,6,,5.0,6,204,1,0,98,0,0,0
40,40,TQRMNOSXXHKMKPCDEGPDJ00778336,2023,1,1,2,1,40,N,19,205,8,1,1952-09-28 00:00:00,70,5,1.0,1,2,0,4,2,3.0,1,,1,,3,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,205,0,58000.0,3,3.0,4,,3.0,4,204,58000,0,0,0,0,0,0,0,0,0,0,0,58000,118000,3,3.0,4,,4.0,4,59000.0,5,5.0,6,,5.0,6,204,2023,1,1,40,N,19,205,1,,3,2,,4,2,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,0,2,118000,3,3.0,4,,4.0,4,59000.0,5,5.0,6,,5.0,6,204,1,0,98,0,0,0
41,41,TQRMNOPXPHLMKPCDEOJAH00720377,2023,1,1,4,1,44,N,93,100,3,1,1900-01-01 00:00:00,11,5,1.0,1,1,2,2,2,5.0,1,,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,100,0,0.0,0,0.0,0,,0.0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,3,3.0,2,,3.0,3,22000.0,1,1.0,1,,1.0,1,151,2023,1,1,44,N,93,100,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,1,4,110000,3,3.0,2,,3.0,3,22000.0,1,1.0,1,,1.0,1,151,2,0,1,0,0,0
42,42,TQRMNOPXPHLMKPCDEOJAH00720377,2023,1,1,5,0,44,N,93,100,3,1,1900-01-01 00:00:00,4,5,1.0,2,1,1,1,2,0.0,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,100,0,0.0,0,0.0,0,,0.0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,3,3.0,2,,3.0,3,22000.0,1,1.0,1,,1.0,1,151,2023,1,1,44,N,93,100,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,1,4,110000,3,3.0,2,,3.0,3,22000.0,1,1.0,1,,1.0,1,151,2,0,1,0,0,0
43,43,TQRMNOPXPHLMKPCDEOJAH00720377,2023,1,1,1,1,44,N,93,100,1,1,1970-05-02 00:00:00,52,2,1.0,1,2,0,7,2,3.0,2,,1,,5,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,8102.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,58113.0,8.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,7.0,6.0,1.0,0.0,30000.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,2,2.0,1,,2.0,1,130,0,30000.0,1,1.0,1,,2.0,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,3,3.0,2,,3.0,3,22000.0,1,1.0,1,,1.0,1,151,2023,1,1,44,N,93,100,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,1,4,110000,3,3.0,2,,3.0,3,22000.0,1,1.0,1,,1.0,1,151,2,0,1,0,0,0
44,44,TQRMNOPXPHLMKPCDEOJAH00720377,2023,1,1,2,1,44,N,93,100,2,2,1977-09-16 00:00:00,45,2,1.0,1,2,0,7,1,,2,,1,,6,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,20.0,10.0,2.0,0.0,2.0,1.0,2.0,2.0,8600.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,6001.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,7.0,6.0,1.0,0.0,50000.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,3,3.0,2,,3.0,2,159,30000,80000.0,5,5.0,3,,5.0,4,161,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,3,3.0,2,,3.0,3,22000.0,1,1.0,1,,1.0,1,151,2023,1,1,44,N,93,100,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,1,4,110000,3,3.0,2,,3.0,3,22000.0,1,1.0,1,,1.0,1,151,2,0,1,0,0,0
45,45,TQRMNOPXPHLMKPCDEOJAH00720377,2023,1,1,3,1,44,N,93,100,3,1,1900-01-01 00:00:00,13,5,1.0,1,1,2,4,2,2.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,100,0,0.0,0,0.0,0,,0.0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,3,3.0,2,,3.0,3,22000.0,1,1.0,1,,1.0,1,151,2023,1,1,44,N,93,100,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,1,4,110000,3,3.0,2,,3.0,3,22000.0,1,1.0,1,,1.0,1,151,2,0,1,0,0,0
46,46,TQRMNOQUQHLOKPCDEOJAH00720380,2023,1,1,1,1,44,N,93,82,1,2,1959-02-12 00:00:00,64,4,1.0,1,2,0,2,1,,3,62.0,1,,2,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,82,0,67000.0,4,4.0,2,,4.0,3,85,67000,0,0,0,0,0,0,0,0,0,0,0,67000,273000,8,8.0,7,,8.0,9,91000.0,7,7.0,6,,7.0,7,98,2023,1,1,44,N,93,82,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,6,,1,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,273000,8,8.0,7,,8.0,9,91000.0,7,7.0,6,,7.0,7,98,1,0,98,0,0,0
47,47,TQRMNOQUQHLOKPCDEOJAH00720380,2023,1,1,2,1,44,N,93,82,3,1,1981-02-26 00:00:00,42,5,1.0,1,2,0,4,1,,3,62.0,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8401.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,48313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,186000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,RIO NEGRO - VIEDMA,,,,,,,,,,,,,,,,,,,,,,,,,,,186000,9,9.0,8,,9.0,10,118,0,186000.0,9,9.0,7,,9.0,9,125,0,0,0,0,0,0,0,0,0,0,0,0,0,273000,8,8.0,7,,8.0,9,91000.0,7,7.0,6,,7.0,7,98,2023,1,1,44,N,93,82,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,6,,1,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,273000,8,8.0,7,,8.0,9,91000.0,7,7.0,6,,7.0,7,98,1,0,98,0,0,0
48,48,TQRMNOQUQHLOKPCDEOJAH00720380,2023,1,1,3,1,44,N,93,82,10,2,1974-01-28 00:00:00,49,5,4.0,1,2,0,4,1,,1,,1,,4,3,0,7,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,82,0,20000.0,1,1.0,1,,1.0,1,93,0,0,0,20000,0,0,0,0,0,0,0,0,20000,273000,8,8.0,7,,8.0,9,91000.0,7,7.0,6,,7.0,7,98,2023,1,1,44,N,93,82,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,6,,1,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,273000,8,8.0,7,,8.0,9,91000.0,7,7.0,6,,7.0,7,98,1,0,98,0,0,0
49,49,TQRMNOPTTHKKKQCDEHGHJ00778431,2023,1,1,1,1,44,N,20,139,1,1,1958-02-13 00:00:00,64,2,1.0,1,2,0,4,1,,3,6.0,1,,4,3,0,1,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,139,0,-9.0,12,12.0,12,,12.0,12,0,-9,0,0,0,0,0,0,0,0,0,0,0,-9,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,139,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,98,0,0,0
50,50,TQRMNOPTTHKKKQCDEHGHJ00778431,2023,1,1,2,1,44,N,20,139,2,2,1960-12-21 00:00:00,62,2,1.0,1,2,0,6,2,4.0,1,,1,,5,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,139,0,0.0,0,0.0,0,,0.0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,139,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,98,0,0,0
51,51,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,1,1,44,N,20,208,1,2,1983-09-30 00:00:00,39,2,1.0,1,2,0,4,2,2.0,3,66.0,1,,3,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,0.0,0,0.0,0,,0.0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
52,52,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,2,1,44,N,20,208,2,1,1986-07-28 00:00:00,36,2,1.0,1,2,0,4,2,1.0,3,66.0,1,,3,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,5202.0,2.0,0.0,0.0,0.0,0.0,99.0,2.0,10333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,12,12.0,12,,12.0,12,0,0,-9.0,12,12.0,12,,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
53,53,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,3,1,44,N,20,208,3,2,2000-04-22 00:00:00,22,2,1.0,1,1,1,4,2,3.0,3,66.0,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,-9.0,12,12.0,12,,12.0,12,0,0,0,0,-9,0,0,0,7200,0,0,0,0,-9,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
54,54,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,4,1,44,N,20,208,3,2,2007-11-03 00:00:00,15,5,1.0,1,1,1,4,2,2.0,3,66.0,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,0.0,0,0.0,0,,0.0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
55,55,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,5,1,44,N,20,208,3,1,2010-07-18 00:00:00,12,5,1.0,1,1,1,2,2,6.0,3,66.0,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,0.0,0,0.0,0,,0.0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
56,56,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,6,0,44,N,20,208,3,2,2014-11-24 00:00:00,8,5,1.0,1,1,1,2,2,2.0,3,66.0,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,0.0,0,0.0,0,,0.0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
57,57,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,7,0,44,N,20,208,5,1,2020-07-08 00:00:00,2,5,3.0,2,3,0,0,0,,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,0.0,0,0.0,0,,0.0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
58,58,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,8,1,44,N,20,208,4,1,1993-02-11 00:00:00,30,2,3.0,1,1,1,4,2,3.0,3,66.0,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,0.0,0,0.0,0,,0.0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
59,59,TQRMNOQRUHLLKQCDEHGHJ00717010,2023,1,1,1,1,44,N,20,76,1,2,1958-12-05 00:00:00,64,5,1.0,1,2,0,7,1,,3,6.0,1,,6,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,25.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,9100.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,42331.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100000.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,6,6.0,4,,7.0,4,89,50000,200000.0,9,9.0,8,,9.0,8,91,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,6,6.0,5,,7.0,5,200000.0,10,10.0,9,,10.0,9,83,2023,1,1,44,N,20,76,2,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,200000,6,6.0,5,,7.0,5,200000.0,10,10.0,9,,10.0,9,83,1,0,98,0,0,0
60,60,TQRMNOQTSHLNKRCDEHGHJ00716992,2023,1,1,1,1,44,N,20,164,1,2,1986-10-06 00:00:00,36,5,1.0,1,2,0,2,1,,1,,1,,2,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,30.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8401.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,56314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000,3,3.0,2,,4.0,2,183,0,58000.0,3,3.0,2,,3.0,2,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,164,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,4,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,5,1,4,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,2,0,0,0
61,61,TQRMNOQTSHLNKRCDEHGHJ00716992,2023,1,1,2,1,44,N,20,164,3,2,2002-01-24 00:00:00,21,5,3.0,1,2,0,4,2,1.0,1,,1,,3,2,3,0,,2,1,2,2,2,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,2.0,2.0,9700.0,1.0,0.0,0.0,3.0,0.0,0.0,57314.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0,,0.0,0,164,0,-9.0,12,12.0,12,,12.0,12,0,0,0,0,-9,0,0,0,0,0,0,0,0,-9,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,164,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,4,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,5,1,4,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,2,0,0,0
